지명,위치,Y좌표,X좌표
송정역,강원도 이천군 장재리,126.8278198,38.54831119
송평역,함경북도 청진시 송평구역 송평동,129.7513163,41.76983221
송하역,함경남도 신흥군 경흥리,127.5886905,40.30444765
송학역,함경북도 은덕군 송학리,130.3687428,42.55831152
송화역,황해남도 송화군,125.1381964,38.35351384
송화온천역,황해남도 송화군 온천리,125.1717832,38.30837682
송흥역,함경남도 신흥군,127.5585129,40.33832404
수교역,황해남도 삼천군 수교리,125.2123643,38.31345082
수구포역,함경북도 온성군 영강리,129.8406916,42.86753969
수덕역,평안남도 은산군 수덕리,126.1696617,39.36407576
수동역,함경남도 수동동,127.0131645,39.38940341
수성역,함경북도 청진시 송평구역 수성동,129.7377227,41.83235726
수양역,평안남도 은산군 수양리,126.0663515,39.39359785
수촌역,함경남도 단천시 신평리,128.8766188,40.6922593
수풍선,평안북도,125.2501795,40.03832028
숙천역,평안남도 숙천군,125.6191067,39.41154339
순안역,평양직할시 순안구역 역전동,125.6840587,39.19595429
순천역,평안남도 순천시 역전동,125.9365189,39.42274161
승량역,함경북도 경원군,130.2204624,42.73130354
승리역,나선특별시,130.3658094,42.32785176
승리역,평양직할시 중구역,125.7538538,39.02167055
승방역,자강도 장강군,126.7128853,40.99793757
승방하리역,자강도 장강군,126.6886042,40.98683051
승원역,함경북도 청진시 청암구역 연천리,129.8746905,41.88028322
승호리역,평양직할시 승호구역 승호이동,125.9774992,38.99420222
시정역,평안남도 대동군,125.6328513,39.11467844
시중역,자강도 시중군,126.3521105,41.0823643
시중호역,강원도 통천군 송전리,127.8459437,38.9838275
신강령역,황해남도 강령군 광천리,125.4631625,37.9492169
신건역,함경북도 새별군 신건리,130.2885925,42.67233664
신계역,황해북도 신계군,126.5474149,38.48799549
신남포역,남포특별시 항구구역 유사동,125.3988284,38.75502919
신대역,강원도 통천군 신대리,127.945412,38.8797291
신대역,황해남도 과일군 신대리,125.0772604,38.5068182
신덕역,함경남도 단천시 금골일동,128.8144072,40.96221529
신동역,함경남도 부전군 백암리,127.5771207,40.42084916
신련포역,평안남도 순천시 연포동,125.9669425,39.44033059
신명천역,함경북도 명천군,129.4279694,41.07511679
신북청청년역,함경남도 북청군,128.3733694,40.17768852
신상역,함경남도 정평군,127.4174269,39.64610488
신생역,강원도 세포군 신생리,127.3162833,38.6028386
신성천역,평안남도 성천군,126.2456917,39.34683084
신아산역,함경북도 은덕군 신아산리,130.3613297,42.61560794
신안주청년역,평안남도 안주시 역전동,125.603925,39.60170368
신양역,평안남도 신양군,126.4538547,39.27905352
신양역,함경북도 연사군,128.9902215,41.82523585
신온역,평안북도 대관군 신온리,125.175989,40.26323082
신원역,황해남도 신원군,125.7590722,38.23492839
신월역,황해남도 배천군 신월리,126.2481457,37.94441253
신유평역,양강도 백암군,128.8369326,41.77292728
신의주역,평안북도 신의주시,124.452859,40.0901723
신의주청년역,평안북도 신의주시 관문동,124.402047,40.10700207
신장역,함경북도 연사군 신장리,129.0496771,41.95190944
신전역,함경북도 회령시 방원리,129.7509962,42.64217982
신정리역,평안북도 염주군 신정리,124.413337,39.87541003
신주막역,황해남도 신원군 신창리,125.7765924,38.11104141
신중역,함경남도 낙원군 서중리,127.721576,39.86478156
신증산역,함경남도 단천시 증산리,128.868027,40.8240622
신참역,함경북도 무산군 차유리,129.4092284,42.11178686
신창역,평안남도 은산군 망일리,126.1195674,39.40033592
신천역,황해남도 신천군,125.4890462,38.34839389
신천온천역,황해남도 신천군 온천리,125.5312225,38.35921564
신청역,자강도 성간군 신청리,126.555532,40.85539406
신파청년역,양강도 김정숙군,127.7616089,41.41890909
신평역,함경남도 단천시 신평리,128.8650305,40.71626396
신포역,함경남도 신포시,128.2071446,40.03789538
신포항역,평안북도 용천군 동신리,124.4204092,40.03038763
신학포역,함경북도 회령시 학포리,129.7392962,42.57481665
신흥동역,평안북도 구장군 신흥리,126.0896162,39.91964211
신흥선,함경남도 신흥군,127.552852,40.20305676
신흥역,함경남도 신흥군,127.5492743,40.20008422
심포리역,양강도 운흥군 심포리,128.3800059,41.3709515
십리동역,자강도 만포시 십리동리,126.431801,41.34370403
십리평역,자강도 장강군,126.8800542,40.96599162
쌍방동역,자강도 성간군 광명리,126.5007415,40.72957
쌍부역,자강도 시중군 영흥리,126.443109,40.99942275
쌍암역,함경남도 이원군 풍암리,128.7080771,40.3380279
쌍용역,함경북도 김책시 쌍룡동,129.1787219,40.61706685
안골역,자강도 만포시,126.3498299,41.21091409
안변역,강원도 안변군,127.5006063,39.04843799
안석역,평안남도 온천군 은덕리,125.2238672,38.95319582
안주역,평안남도 안주시 칠성동,125.6526264,39.62362172
안주탄광선,평안남도 청남구,125.4818905,39.48375992
안찬역,자강도 시중군 안찬리,126.4193749,41.04461316
압록강선,평안북도,125.2589304,40.03651597
약수역,강원도 세포군 약수리,127.279243,38.65915041
양가역,함경남도 북청군 양가리,128.3413106,40.20434627
양강대평역,양강도 보천군,128.5200525,41.65517658
양강신상역,양강도 김정숙군 신상리,127.8338476,41.40899947
양곡역,양강도 백암군 양곡리,128.9385944,41.17699855
양덕역,평안남도 양덕군,126.6455962,39.21707468
양동역,황해북도 은파군 유정리,125.7497482,38.40132226
양수역,양강도 삼지연군,128.2496031,41.70813665
양승역,함경남도 덕성군 양승리,128.279914,40.37137596
양지역,함경남도 광천리,128.3571754,40.15458096
양책역,평안북도 피현군,124.6485677,39.95468301
양촌역,평안남도 북창군,126.2967236,39.58676725
양화역,함경남도 신포시 동호이동,128.2444961,40.07763671
어랑역,함경북도 어랑군,129.658071,41.45036334
어룡역,평안북도 구장군 용연리,126.0611963,39.90546626
어미현역,평안북도 구성시 기룡리,125.3638884,39.93803693
어사역,황해북도 은파군 기산리,125.8424416,38.32834012
어파역,평안남도 평원군,125.6503969,39.32704564
언제역,양강도 백암군,128.8391745,41.77352161
업억역,함경북도 김책시 업억동,129.1852227,40.8358957
여수역,양강도 보천군,128.4697588,41.55143184
여해진역,함경남도 단천시 문암리,128.9897742,40.47055602
여현역,황해북도 개성시 개풍군 여현리,126.4395396,38.00800731
여호역,함경남도 낙원군 여호리,127.7668057,39.87121355
역포역,평양직할시 역포구역 역포동,125.7765913,38.91954457
연목역,자강도 송원군,126.3012201,40.37191697
연사역,함경북도 연사군,129.00735,41.90680159
연상역,함경북도 무산군 상창리,129.1253052,42.06627528
연수역,함경북도 연사군 연수리,129.085729,41.96791562
연안역,황해남도 연안군,126.1681872,37.90489763
연암역,양강도 백암군,128.8132346,41.57248496
연평역,양강도 백암군 서두리,128.8255809,41.50050515
연포역,자강도 만포시 연포리,126.3674258,41.2768494
연풍역,평안남도 안주시 연풍리,125.7659783,39.65993806
염분역,함경남도 이원군 염성리,128.6069191,40.27893663
염성역,강원도 고성군 염성리,127.9944331,38.85611428
염전역,평안남도 숙천군,125.451509,39.33964489
염주덕현선,평안북도 염주군,124.5310071,39.86989127
염주역,평안북도 염주군,124.6022495,39.8953694
염탄역,황해남도 신원군 염탄리,125.7244693,38.16714506
영광역,평양직할시,125.7314294,39.0088967
영광역,함경남도 영광군,127.4613156,40.02183829
영남역,양강도 운흥군,128.6428086,41.28306714
영대역,평안남도 은산군,126.1802066,39.46155796
영변역,평안북도 영변군,125.7499285,39.83499966
영수역,함경북도 회령시 영수리,129.6914376,42.42607544
영하역,양강도 운흥군,128.6967836,41.27183659
오계역,강원도 안변군 오계리,127.555297,39.09947931
오구비역,양강도 김형직군 죽전리,127.1550659,41.53377029
오만동역,자강도 낭림군,127.0709056,40.97359813
오몽역,함경남도 단천시 오몽리,128.8844737,40.43009775
오봉선,함경북도 경흥군,130.3504613,42.52057972
오봉역,함경북도 은덕군,130.307569,42.51958285
오일역,자강도 장강군,126.7873404,40.98665826
오현역,황해남도 연안군 오현리,126.1159688,37.90811024
옥천역,평안남도 북창군,126.3276694,39.58531548
옥평역,강원도 문천시 옥평동,127.3054358,39.28719967
온수역,양강도 보천군 내곡리,128.3918786,41.53710741
온수평역,함경북도 길주군 온천리,129.3594016,41.05556117
온정역,황해남도 배천군 금성리,126.2277,37.91182014
온천역,황해남도 신천군 이목리,125.2239674,38.88159163
옹진선,황해남도 벽성군,125.5309875,38.04269234
옹진역,황해남도 옹진군,125.3679163,37.93682464
왕산역,황해남도 해주시,125.7076191,38.02432658
왕장역,함경남도 금야군 금사리,127.4334098,39.56874573
요덕역,함경남도 용평리,126.7972426,39.42429016
용강선,남포특별시 용강군,125.3650422,38.89632348
용강역,남포특별시 용강군,125.4242161,38.85370525
용계리역,평안북도 피현군,124.5606689,40.05078384
용담역,강원도 천내군,127.2357006,39.34893266
용당리역,함경북도 새별군 용당리,130.2272454,42.72015667
용대역,함경남도 단천시 용대동,129.0609936,40.49046723
용동역,함경북도 화성군 용동리,129.4558852,41.23398535
용문탄광선,평안북도,125.2531133,40.03813042
용반역,함경북도 화성군,129.4073036,41.18571578
용산역,평안남도 북창군 용산리,126.2355273,39.5828318
용성역,함경남도 흥남시 용성일동,125.7837,39.12212632
용수역,함경남도 영광군 상통리,127.3376788,40.12602818
용악역,평안남도 순천시 용악동,125.9830201,39.47772248
용암선,평안북도,125.2543933,40.03571825
용암역,평안북도 구장군,126.0708772,39.83767435
용암포역,평안북도 용천군,124.3824094,39.92573464
용연역,황해남도 강령군 용연리,125.5423691,37.87271011
용운역,함경남도 홍원군 호남리,127.9242607,39.99448712
용원리역,평안남도 개천시 서남동,125.8634555,39.5822331
용월역,평안남도 온천군 용월리,125.3428965,38.92779021
용정역,황해남도 은률군 서해리,125.1328698,38.66556739
용주역,평안북도 용천군 인흥리,124.4885783,39.94930698
용지원역,강원도 고산군 용지원리,127.4307202,38.91296883
용천역,평안북도 용천군,124.4578467,39.98574019
용출역,자강도 화평군 회중리,126.9684201,41.39450098
용탄역,강원도 문천시 용탄리,127.3318307,39.28463414
용현역,함경북도 경성군 염분리,129.6478883,41.53353718
용호역,남포특별시 용강군 용호리,125.3962146,38.87562337
운곡역,함경남도 운곡동,126.7865837,39.38830941
운대산역,평안북도 향산군 구두리,125.794588,40.09827574
운리역,자강도 전천군 창평리,126.4876507,40.54797115
운봉역,자강도 자성군,126.5416886,41.35921742
운산선,평안북도 운산군,125.2480273,40.03314566
운성역,황해남도 은률군 운성리,125.0963717,38.538694
운송역,자강도 전천군,126.4988741,40.58208488
운암역,평안북도 운전군 운전리,125.4009921,39.60131584
운양역,황해남도 신원군 운양리,125.8243355,38.26925006
운전역,평안북도 운전군,125.5193918,39.66163836
운중역,함경남도 흥남시 운중일동,127.5916605,39.83450873
운천역,함경남도 단천시 운천리,128.9661429,40.59831542
운포역,함경남도 홍원군,128.0103332,40.06041616
운하역,자강도 만포시 별오동,126.2601068,41.12122006
운흥리역,평안남도 개천시 외서리,125.8231791,39.67791371
운흥역,양강도 운흥군,128.4980072,41.30564024
웅라역,나선특별시,130.2832322,42.27063124
웅상역,나선특별시 웅상동,130.4643182,42.35259944
원리역,평안남도 개천시 북원동,125.9175103,39.76433121
원산역,강원도 원산시 양지동,127.4135713,39.16241325
원창역,평안남도 은산군 유정리,126.2221536,39.43351684
원평역,함경북도 김책시 원평리,129.211983,40.87626573
원화역,평안북도 태천군,125.5302714,39.90820196
월계역,황해남도 청단군 심평리,125.9658326,37.95126602
월봉역,황해남도 삼천군 월봉리,125.2776609,38.34170881
월탄역,양강도 김형직군,127.0426556,41.40949661
위연역,양강도 혜산시 위연동,128.2116158,41.4189105
유곡역,양강도 백암군,128.9142653,41.82420908
유선역,함경북도 회령시 유선동,129.6427374,42.41872463
유평동역,양강도 백암군,128.8298741,41.76651717
육태동역,함경남도 신포시,128.1350349,40.04085853
은덕역,함경북도 은덕군,130.3397725,42.51442968
은률선,,125.3875572,38.35313424
은률역,황해남도 은률군,125.1828213,38.52161565
은빛역,황해남도 배천군,126.3299233,38.03144549
은산역,평안남도 은산군,126.0198474,39.40778333
은파역,황해북도 은파군,125.7913102,38.40766108
읍파역,황해남도 해주시 읍파동,125.6721545,38.04238147
의주역,평안북도 의주군,124.5210821,40.19550776
이만역,자강도 전천군 이만리,126.4198222,40.53049691
이명수역,양강도 삼지연군,128.2599975,41.73892957
이목역,강원도 세포군 이목리,127.2896128,38.52463122
이서역,평안남도 문덕군 풍년리,125.5950702,39.45474544
이압역,평안남도 증산군 이압리,125.2665225,39.05554624
이천청년역,강원도 이천군 개천리,126.8738466,38.52919113
이파역,함경남도 단천시 이파리,128.855445,40.76190657
이평역,자강도 화평군 이평리,126.7853981,41.39088411
이현역,평양직할시 사동구역 이현리,125.9417742,38.98059534
인산역,양강도 김정숙군 상대리,127.983028,41.41515425
인평역,평안남도 신양군,126.5087663,39.25726137
인포역,평안남도 북창군,126.3660318,39.63683651
인풍역,평안북도 삭주군 신풍리,124.9780517,40.42125245
인흥역,함경남도 금야군,127.3243539,39.52092008
일신역,함경남도 단천시 봉화리,129.1118091,40.52285603
임토역,자강도 만포시 연포리,126.4042703,41.3184
입석리역,평양직할시 승호구역 남강동,125.9332582,39.01295051
자강삼강역,자강도 만포시 삼강리,126.5000099,41.36508813
자성역,자강도 자성군,126.6412522,41.448183
자양역,황해남도 벽성군 용정리,125.4901837,38.00936558
자작역,평안남도 개천시 자작동,125.9673881,39.81284397
작은진두섬,함경남도 낙원군 세포리,127.8246732,39.9064268
장덕역,함경남도 단천시 송파리,128.8572539,40.5488385
장동역,함경남도 장동동,126.9263576,39.37480998
장림역,평안남도 성천군,126.3745633,39.30144836
장방역,황해남도 해주시 장방리,125.8205041,38.00687243
장상역,평안남도 덕천시 장상동,126.1656289,39.81556778
장연선,황해남도 송화군,125.1592954,38.28859138
장연역,황해남도 장연군,125.0954318,38.24847107
장진선,함경남도 장진군,127.3125766,40.26774474
장천역,황해북도 황주군 장천리,125.6896433,38.71416905
장파역,함경남도 허천군 장평리,128.5009049,40.71378312
장평역,함경북도 김책시 탄소동,129.2135247,40.71547735
장흥역,함경북도 부령군 금강리,129.7157997,41.94522765
재덕역,함경북도 길주군 풍계리,129.1631842,41.13229647
재동역,평안남도 은산군,126.2121928,39.48777693
재령역,황해남도 재령군,125.6122696,38.40424787
전거리역,함경북도 회령시 무산리,129.7258723,42.20515313
전동역,함경남도 영광군 전동리,127.4861713,40.12510071
전승역,평양직할시 모란봉구역,125.7561824,39.05832027
전우역,평양직할시 모란봉구역,125.7528393,39.05750763
전초섬,함경남도 낙원군,127.8803696,39.93892
전탄역,함경남도 고원군 전탄리,127.2460372,39.38370023
전평역,자강도 화평군 이평리,126.7454524,41.39587329
정광역,평안북도 의주군,124.6611405,40.23424647
정남역,함경북도 새별군 신건리,130.2575761,42.67172246
정문리역,평안북도 신의주시 선상동,124.4723079,40.1165513
정문촌역,황해남도 은률군 서해리,125.1420301,38.64770592
정방역,황해북도 사리원시 정방리,125.7224752,38.55635018
정봉역,황해북도 신계군 정봉리,126.6002299,38.58551123
정평역,함경남도 정평군,127.3986845,39.78489717
제남역,평안남도 덕천시 제남동,126.29605,39.71449496
조막산역,함경북도 화성군 신양리,129.6105533,41.26279044
조양탄광역,평안남도 개천시 조양동,126.0819457,39.73084956
종성역,함경북도 온성군,129.7897897,42.76204127
주서역,함경남도 함주군 주서리,127.485242,39.88171583
주원역,함경북도 온성군,130.008234,42.93748996
주의동역,함경남도 덕성군 주의동리,128.269492,40.34841726
주초역,함경북도 무산군,129.3214267,42.18668305
중국세관역,평안북도 삭주군,124.8928367,40.46131464
중도역,함경북도 회령시 대덕리,129.801762,42.34218687
중봉역,함경북도 회령시,129.8833295,42.58443384
중상역,함경남도 영광군 상중리,127.4771138,40.05824037
중성간역,자강도 성간군,126.5345389,40.76451602
중앙차량기지,평양직할시 평천구역,125.7387437,38.99858028
중이역,평양직할시 용성구역 중이동,125.7695476,39.17384978
중촌역,함경남도 허천군 중평리,128.7156771,40.65225642
중평역,평안남도 순천시 내남리,125.8697504,39.49122101
중호역,함경남도 홍원군,128.0756604,40.0501208
중화역,평양직할시 중화군,125.7888273,38.85796742
증산리역,평안남도 순천시 증산동,125.9888479,39.4553365
지상역,강원도 판교군 지상리,126.7395456,38.57933565
지수역,평안남도 신양군,126.5694744,39.24170946
지하리역,강원도 판교군 지하리,126.6970835,38.61679771
직동역,평안남도 순천시 직동,126.029556,39.49416646
진평역,자강도 전천군 진평리,126.357738,40.42150115
차가수역,양강도 삼지연군,128.2920139,41.62720561
차가평역,자강도 만포시 세검동,126.2947524,41.17927819
차령역,함경북도 부령군,129.5554633,42.16073898
창골역,자강도 만포시 십리동리,126.421523,41.32738841
창두역,함경북도 회령시 풍산리,129.7882335,42.28213257
창평역,함경북도 부령군 창평리,129.6664216,42.20224884
창흥역,함경남도 흥남시 창흥리,127.6070639,39.87733818
천곡역,함경남도 단천시 돌산리,128.9888577,40.48126038
천내선,강원도,127.4673721,38.72057245
천내역,강원도 천내군,127.2130859,39.36422055
천동역,평안남도 개천시 용진동,125.9079076,39.65305359
천리마선,평양직할시 모란봉구역,125.7547313,39.03988566
천불산역,함경남도 영광군 천불산리,127.5014292,40.14677551
천성역,평안남도 은산군,126.0988559,39.46353101
천성화물역,평안남도 은산군,126.0968225,39.44902558
천수역,양강도 백암군,128.7759456,41.72281085
천태역,황해남도 연안군 천태리,126.0097805,37.93791035
철광역,황해남도 은률군 철산리,125.1588812,38.59933126
철기산역,평안남도 덕천시 운흥리,126.2054743,39.73438085
철송청년역,함경북도 무산군,129.2957494,42.21303054
청강역,평안북도 동림군 청강리,124.8206798,39.83484141
청계역,황해북도 봉산군 청계리,125.9378302,38.46312402
청남역,평안남도 낙원동,125.4664432,39.48703651
청년이천선,황해북도 평산군,126.8684421,38.52858982
청년팔원선,평안북도,125.8629747,39.88165895
청단역,황해남도 청단군,125.9370228,37.96850007
청룡역,평양직할시 사동구역 금탄리,125.9130091,39.02015087
청암역,함경북도 청진시 포항구역,129.7755764,41.81387921
청진역,함경북도 청진시 포항구역,129.7990357,41.79296055
청진청년역,함경북도 청진시 청암구역,129.8234975,41.78210367
청천강역,평안북도 박천군 맹하리,125.6057305,39.63474809
청하역,자강도 희천시 청하동,126.2977912,40.21013907
청학역,나선특별시 하회리,130.4513679,42.47067982
청화력역,평안남도 안주시 독산동,125.7125113,39.67397305
초상역,자강도 희천시 청상리,126.3328146,40.25155645
초평역,평안남도 순천시 북창리,125.9389318,39.52206999
추동역,함경남도 허천군,128.6492083,40.68076183
춘두역,함경북도 경흥군,130.3361122,42.57605337
칠리역,평안남도 문덕군,125.456822,39.46398349
칠만산역,황해남도 신원군 무학리,125.7201106,38.21635506
침교역,황해북도 신계군 침교리,126.5190204,38.42756652
침촌청년역,황해북도 황주군 침촌리,125.7271615,38.61069985
태백산성역,황해북도 평산군 산성리,126.4365633,38.27038101
태천역,평안북도 태천군,125.4875733,39.91955159
태향역,평안남도 청남구,125.4426919,39.49316884
택암역,평양직할시 순안구역 택암리,125.7028095,39.25003787
토령역,함경남도 장량리,126.8496389,39.4464562
통일역,평양직할시 중구역,125.7563997,39.03205159
통천청년역,강원도 통천군,127.8898179,38.94800524
판교역,강원도 판교군 상두리,127.0218864,38.60864654
판막역,양강도 김형직군,127.3499819,41.32796594
판막역,평안북도 삭주군 연삼리,125.0007727,40.41152111
판문역,황해북도 개성시,126.6434246,37.92798324
팔소역,함경북도 무산군 문암리,129.0932178,42.00461577
팔영역,평안북도 대관군 대안리,125.2162841,40.16018866
팔원선,평안북도 구성시,125.2581669,40.0375131
팔원청년역,평안북도 영변군,125.6681321,39.83440744
팔흥역,함경남도 팔흥동,127.0122682,39.44418417
페무산역,함경북도 부령군,129.6028915,42.17677169
평강역,강원도 평강군,127.2888887,38.41174994
평나선,함경남도 북청군,128.3619059,40.17612719
평남서호역,평안남도 문덕군,125.3664677,39.47758789
평남선,남포특별시 강서구역,125.4538134,38.87716315
평남온천역,평안남도 온천군,126.2887538,39.54462897
평덕선,평안남도 은산군,126.1818033,39.46053028
평동역,자강도 강계시,126.4771696,40.98073928
평리역,자강도 장강군,126.7914274,40.9799985
평부선,평양직할시,126.1860178,38.43354172
평북선,평안북도 구성시,125.2063564,40.0969105
평북운산역,평안북도 운산군,125.903583,40.10958195
평산역,황해북도 평산군,126.3960999,38.33239626
평양조차장선,평양직할시,125.9221574,39.07267044
평의선,평안북도 정주시,125.1207765,39.67631198
포안역,양강도 운흥군 심포리,128.4388872,41.33921047
포장역,함경남도 영광군,127.2952053,40.2191914
포치리역,함경남도 허천군 와포리,128.5030838,40.7423365
포평청년역,양강도 김형직군,127.2327308,41.49918342
포향역,평안북도 신의주시 낙원일동,124.4351573,40.045609
풍계역,함경북도 길주군,129.1840702,41.11101275
풍년역,평안북도 삭주군,125.0621281,40.32949672
풍리역,함경북도 온성군 풍리리,129.8929859,42.96265424
풍산역,함경북도 회령시 풍산리,129.7566076,42.24913324
풍상역,함경남도 영광군 풍상리,127.4728853,40.08644569
풍서동역,평안북도 의주군,124.6626041,40.20295782
풍양역,양강도 김정숙군 풍양리,127.8822652,41.42746886
풍어역,함경남도 신포시 풍어동,128.1095824,40.04011222
풍인역,함경북도 온성군,130.0397871,42.93226426
풍정역,평안남도 증산군 풍정리,125.2610119,38.99637102
풍천역,황해남도 연안군 풍천리,126.0625819,37.93053245
피현역,평안북도 피현군,124.6108415,40.01411072
하경평역,양강도 백암군,128.8513952,41.79421532
하기천역,함경남도 영광군,127.3256568,40.16720534
하농역,함경남도 허천군 하농리,128.7843379,40.60811287
하단역,평안북도 정주시 상단동,125.1639735,39.67840512
하덕역,함경남도 흥남시 하덕동,127.6206902,39.83436183
하면역,함경북도 새별군,130.1969365,42.85407663
하성역,황해남도 신원군,125.7876442,38.23177189
하신원역,자강도 낭림군,127.0211589,40.96126603
하안역,강원도 이천군 문동리,126.8921577,38.56116465
하초역,평안북도 영변군 하초리,125.8190846,39.86985009
하홍군역,함경남도 허천군,128.451798,40.77978511
학산역,평안남도 은산군,126.0208077,39.43139194
학송역,함경북도 은덕군,130.3938822,42.51852243
학포역,함경북도 회령시 학포리,129.7582115,42.59425382
학현역,황해남도 해주시 학현동,125.7859103,38.06066934
한이천역,남포특별시 와우도구역 송관리,125.18204,38.64619372
한천역,평안남도 평원군,125.3906683,39.2120943
한포역,황해북도 평산군 한포리,126.45257,38.22659762
함가역,평안북도 구장군,126.1469012,39.86327318
함남운암역,함경남도 단천시,128.9845643,40.46419729
함북선,나선특별시,130.2824374,42.27036213
함주역,함경남도 함주군,127.4376992,39.8476695
함지원역,함경남도 부전군 백암리,127.5908945,40.44062997
함흥역,함경남도 함흥시,127.5454969,39.91185723
합수역,양강도 백암군,128.8485268,41.22206578
해주청년역,황해남도 해주시 새거리동,125.7275015,38.03430619
향원역,평안남도 덕천시 무창리,126.2423828,39.79086502
향장역,평안남도 덕천시 구장리,126.2028998,39.80639356
향죽역,황해남도 강령군 향죽리,125.5560133,37.84141976
향하역,자강도 장강군 향하리,126.6601851,40.98704638
허천선,함경남도 허천군,128.7196156,40.63697055
혁신선,평양직할시 모란봉구역,125.752022,39.05572671
혁신역,평양직할시 서성구역,125.7404259,39.04849608
현흥역,함경남도 고원군 군내리,127.2494614,39.48273621
형봉역,평안남도 덕천시,126.1916296,39.7760458
형제역,함경북도 부령군 형제리,129.7144102,41.99724551
혜산청년역,양강도 혜산시 혜화동,128.169128,41.39724181
혜산～만포청년선,양강도 혜산시,127.0530374,41.41506602
호반역,함경남도 부전군,127.5933644,40.53741018
호전역,함경남도 흥남시 호전동,127.593357,39.89328088
홍원역,함경남도 홍원군,127.960359,40.02293354
홍의선,나선특별시,130.5929329,42.42688753
홍의역,나선특별시 홍의리,130.5365434,42.42560081
홍현역,황해남도 배천군 홍현리,126.2720525,37.96434269
화도역,평안남도 온천군,125.2179512,38.82140851
화물처리 역,함경남도 함주군,127.443186,39.85595397
화산역,황해남도 청단군 화산리,125.8943966,37.97691206
화암역,자강도 전천군,126.4545619,40.67544336
화양역,황해남도 청단군 화양리,125.924603,38.00834214
화전역,양강도 보천군 화전리,128.2302989,41.45743468
화천역,평양직할시 승호구역 화천일동,126.0413229,39.01848161
화평역,자강도 화평군 송덕리,126.8511225,41.35989433
화평역,평안북도 영변군 화평리,126.8333228,41.38069232
화풍역,평안남도 문덕군,125.3982761,39.4777838
황금벌역,,125.726289,39.02764343
황주역,황해북도 황주군,125.7609846,38.69438899
황초령역,함경남도 장진군,127.3195031,40.24464364
황파역,함경북도 온성군 두루봉리,130.1232213,42.90673786
황포역,자강도 장강군,126.834529,40.97434614
황해용문역,황해남도 신천군 반정리,125.4364621,38.34124268
황해청년선,황해남도 신원군,125.804601,38.24130541
회둔역,평안남도 덕천시,126.1661895,39.74643978
회령탄광선,함경북도 회령시,129.6907594,42.42650428
회안역,평안남도 북창군 회안리,126.3052814,39.62221524
회암역,함경북도 은덕군,130.3507722,42.52084
회양역,양강도 김형직군,127.0701905,41.45081557
회중역,자강도 화평군 회중리,126.9056937,41.38589757
후산역,남포특별시 용강군 후산리,125.3826456,38.91623126
후주청년역,양강도 김형직군,127.4955807,41.46268856
후창역,나선특별시 후창리,130.1976327,42.1854004
후평청년역,강원도 세포군 후평리,127.1536891,38.61953968
훈융역,함경북도 새별군 훈융리,130.2239782,42.89432137
흑교역,황해북도 황주군 흑교리,125.7903458,38.79971785
흥남역,함경남도 흥남시 하덕동,127.6355213,39.84262683
흥봉역,함경남도 영광군 장흥리,127.507605,39.99500214
흥수역,황해북도 봉산군 구연리,126.0251677,38.46027275
흥암역,함경북도 무산군 흥암리,129.1361461,42.14441667
